0xDc9727D102f00adF0043d04431b6cd162c5114ea,55000000000000000000000000
0xB11e7CEAAA33C9E8438addf7C872086D688Fcc9F,10000000000000000000000000
0x94201e8DA5B27b2364556E4e33E5FF69d904D3D8,2674196337196580697268658
0xfd0fB98B099f0D0ed214391e0eF0B81A6b89E000,2502546000000000000000000
0x42869A8455671C419BdCD1905f4966E6D305f216,2000000000000000000000000
0x99F900F51808972921C0749Efa3cb343847572a6,1234567777777000000000000
0x811D11C332228ABD19aAF011a3Dc4a6CAAa35751,1000140638268710000000000
0xC5C447A5417DC3D3690290bB5Ef14fcB7722223C,1000000000000000000000000
0x90461488eAe85f8b59C938020909990aC8f6B677,1000000000000000000000000
0xF8C93ab8ba17A5fe37835EbF54d414937122BFD0,1000000000000000000000000
0xa6087D0d5C894c09c3446f9D44E3e4769bDdB7B9,1000000000000000000000000
0xeb5703D40971ab5413f5dB111B6c1ff8E4adb637,825000000000000000000000
0x268e4bb7A9E0CDE4BFc2d840ADE104c55025627D,800000000000000000000000
0xAb39530E1664C5594299800d7A287D9CC7d0422A,763875465221553792904366
0x5177B16c99590d9085d34CDd23D4633754a126a9,700000000000000000000000
0xB1d2339375Fd56Aa47ed31948D6d779a1A803f56,624633663624577341108149
0x1522e90Fe2aE28CDC5776D6B213D73454D683c42,612277073708414329382224
0x7ccf173012bfE53F16F4D6A2a4aea32abAfcD04C,550000000000000000000000
0x0ef936F2FC7E140E84872dD83f7A969ABEE64db8,549911000000000000000000
0x49E8FEd3C1cd48AA630a8D453Ebe6d8E1211521E,514527629197991450044905
0x133D93566f9699B3Af46fE150daA8a67a9563ED6,500500000000000000000000
0x10606E8A9F0aD176134252A9bb3265AAbb7EB176,419827416141940436542255
0xDB3d5aeeaa361d1Ad737371d2EbDAfDE4F51F63b,400000205576489786457357
0x2401F90fA3947b1d2C74a0de1401e53eD89a321e,379981209000000000000000
0x512E07A093aAA20Ba288392EaDF03838C7a4e522,350000000000000000000000
0x0D43baE0C3Af1dE236843f2Aac9c79f27111038D,341841840711399995170093
0x996445b34d9d4F48d479F7f234A5352B90436C27,300000000000000000000000
0x8DDF5ee2322c2f5Cc5575558b6095b8Aa7B75B0f,285000000000000000000000
0x2cDed55E126341510c1189CA657655d2e55Ee857,284654176362199000000000
0xC9D9f8Cc91063c0a64d9dd2892c1917449E02b2e,282947000000000000000001
0x57853D621E15587BEa6b6102bE1CCEE1ea83799C,260840647661531248745989
0x259EDf6E4Ee7FB85f88B10007E014cB47F43C6d6,254562801116852583050502
0x08cc4E9040E3220aB6eF23A9F4582ca97CCebDb1,242538977651020000000000
0x09714b56CeD48a863B9a3C243957A1C1420FF3dB,217135548617330000000000
0xdE62947329085292a28EC4B694f637ea259dAAD0,190000000000000000000000
0x9a0424179C26048548743f60AD68EB710F195C6D,176166983201520520270249
0xdFB3f203a768F91E204895245719Cc73bECB4507,164063000000000000000000
0x5E2A064a97aACb83AbdAB6DC42d6D981DE8b5522,150000000000000000000000
0x7015019Ce0F803151f9797EB842C88282623570a,150000000000000000000000
0x8bCE57b7B84218397FFB6ceFaE99F4792Ee8161d,139805965956021579921595
0xC16757c4Fa871Db1693743B06a5D4E58064e7D7F,122517522041996455514757
0xA7aAcA83c140db8b16dbE6Caf5BdA06C96D23db3,120539754600000000000000
0x8cAcF0a5498B6114A0C6A7d6D5683c6D2E4654Cd,120000000000000000000000
0xb52570b14d3cFa5af65ee71073aAF82752167c9F,115000000000000000000000
0xdC369B43C3CD73669b0A7512d2F4A9da54787cFB,113437500000000000000000
0x4AA75e261b28884718c49DA3f671b3C32a467faD,110000000000000000000000
0xB43A2E523e9fF551a2d3E0881830565b06Fc741B,100674590322257347074120
0xC7f96137d450fd04EE705b3E945433D6F8267eaD,100000000000000000000000
0xD007F4118417fc7CE519D19DBFdC9A890eb6FfBD,100000000000000000000000
0x58bb899309FEbC5e7eB9557f786995050cAf5593,90283124478462000000000
0x6f0A3Cff9514Bae0B86Ac300E72a1B9986074B35,88421000000000000000000
0x7C66344E588E1708A015ef9b3Ed7552D8B7dCdBc,88250696950000000000000
0xAd38e2656E65827A87FcA4F903a2760e273dD4BC,87500000000000000000000
0x24De46b6f6edFB1E3F9e42078818226b85Dd8130,81750799754520000000000
0xbE5BFC456c6954f514bB2F3577f4060C6675f42D,80000000000000000000000
0x9D344535b528Bc09F9cC84dB22Dd70dcd02cB6Ff,77769353600089819142847
0x00e25926b80A2cd8eA0D9c42bcCa186023C39511,75000000000000000000000
0x15c548d23CFD084A526b905e21A2556294cf1d5b,73472468587514022640804
0xA5CDAE5F8792bFa0aB690C9018C9d79F6B46403c,65000000000000000000000
0xDf2dd52F84231709E893c9039a6588425EC94bf1,60156369190614079069394
0x6Fb34dC6feBaDd5cFCEc48AfdFDC44449deBec48,58202635473388007978380
0x1A5910d84Cf18DEde5F8f94DC26A30EEC8aA939f,56469000000000000000000
0xD404fB5E8D364cCf810FC630302e2F2aE43817c5,52421891320582906942033
0xd109f7C8b4016e1ae6997EdDB782290c5F2ADc72,51027306552209344939536
0x02CbF96aB23C3bf40B9A6c51671a4376b7D21607,50089860000000000000000
0xfc3D366EBbc61fB583348a801f9922261D71Ba1A,48058468000000000000000
0xE8332043e54A2470e148f0c1ac0AF188d9D46524,45000000000000000000000
0x9224932E375F8af65fAE89Da8Fc8e1f93EF27e4C,44813505857947317678633
0xfa8a5A16b1555DD05E8486e554d56e7A07d94e49,40000000000000000000000
0x165f5B980292CE91856F52f2f003A783d34BA476,37467611000000000000000
0xDA47E13269678B0BB99BE2ECb2220C165f3c350f,34000000000000000000000
0xCA1D2B482055e4c90977bc6aa5d7497959dfB7eE,28499500000000000000000
0x38897D35C179F952caF03B04cE8945De024954B7,25943396226415094339622
0x84708ea3Aa959C1bb33b0aF2882d30b323d77B54,25182426997536106090638
0xFD1468cF880e67C5E21847059aD84EF2A7F8EBf5,24734833691756272401432
0x592d8cE29B7bC7B03bd2797F17Cb9851461769bd,22000000000000000000000
0x4Dac803b0fA409105ffA0548ecAA43A115F44042,21676749042309779570493
0x5c71F7cA58238adbfFCb03cE76FB2F8640A015C5,20010090000000000000000
0x51F13C84b49B64ba6B1615e7D91b11066908BF3C,20000870967069489657486
0xfC2Bc063B1c33a375A697D6a8AB6cC127fd7962D,19250000000000000000000
0xC483287d7E6D2d5427444b7B5690794D5C886C27,18947000000000000000000
0x09D390e78FAa3ECA8C6e3c0bB3C6CbCAF679a44c,17262539050151888836060
0xfC860cc4F352186f60c890f1E4f07575d6095072,15857140000000000000000
0xfc84DF846F2c3a0D83706EaB5d21e73363C65127,15568934706549056325282
0x262985fb5c8A48494Cb382E481E9acc717515999,15000000000000000000000
0x3c0499EC16cBFA833d91395A4f8d623fCc50309C,14591493887887000000000
0xDbf7F8e7Ec8e8033595dD05F381d1084129AA9AD,12823000000000000000000
0x68d36DcBDD7Bbf206e27134F28103abE7cf972df,11042522577351998756006
0xaaF7372B1088B5d027D6D4eD191265780413566e,11000000000000000000000
0xAd738dF8c0c1CB9f2E5F403C06AE25a8478c6077,10000000000000000000000
0xD997D0f1e8167b59bE0c0f080632c3c928AC56E5,10000000000000000000000
0xb707bbb632d01a6901Fc8FB66d076b9453570Bdf,10000000000000000000000
0xB51e09B89970770D9d9af261b7c8518729f63E88,9113500000000000000000
0x9Fd5cc5E68796f08EDC54e738585227AD2B6c03F,8017206969696969690000
0xB5226ba66c31807E8e2ea47F1AaeCa86eFe202e0,8000000000000000000000
0x2b7C47eBe81d8F878da8F39C0776860e847067E7,7397903100000000000000
0x28C056A169598965fB8F8b0ab1f462EeD5523048,6788000000000000000000
0x7a04EdA5106793D439b8271c25798DE5Ba160c73,6497983462308839992576
0xA9470BAE8dC1d2aCBc70BeED667ccF5C4275F627,6266181778266597339062
0x9C7B84BE5D69BB41a718A4aF921E44730a277F90,5681500000000000000000
0x3B4b3eF906D5E73EEabFbaA6758e833A2eF23263,5341700000000000000000
0xE5ba68E1c32E94679C29A059AA0daD1822bfEc08,5000290038370451401217
0x6493B38836F508C6d51c89451509B3c9E4c2B22d,5000000000000000000000
0xda0AFd02aba8733a2e546a3EF5113dAdeaE07d1D,5000000000000000000000
0x23d31E4485FcF704Ef8C57679Ac0cA9d274266D3,4979690000000000000000
0x99219Be7aE510F05d7a9e499F402b0Eb912d689B,4827586206896551724137
0x82d5C92A494332aA4A15139Ce9D1108619F54c1C,4669397250000000000000
0x64B7fcC8C17540139BDd84d00c7261035602Cb66,4500000000000000000000
0x8ADeEf56ce18EA2D5C8744815Da46F4292d7179F,4492413194750000000000
0x15E04FbB33E2e4F2426Bc778204A336041F487Db,3990915700000000000000
0x2714C7225E7940f1c1F6E4816da6d2951789b383,3289559838126233408441
0xE3a5e06d3A9Ca46C0a238610909fE4259844b97b,3212996833964324614694
0x55E67A907FEE85BAb232C00Eb1958817CA3baa56,2645888863657092544157
0x0068e91105B0D2c52de69c6eFB6329B66B1cDac5,2508000000000000000000
0xB39498b9Cb1dd6B699d3217973800C621b6cf5ba,1904761993465000000000
0x023ddd486081bB7167531c64d5682c003Ebf13c9,1500000000000000000000
0x6348dBEa8987c27f8462755E493f64D99C28dD05,1434025161000000000000
0x67073D55c22ce79786270f290dd764eC4c305859,1400000000000000000000
0xD06eD2ccd9F3F0723B4BdEb6a00eCfC952BD4202,1347281447642824603281
0xC5B70ED619c54E3867499fCe5cC9072047369cBB,1117429081776218486088
0xE0e8C1D735698060477e79a8e4C20276Fc2Ec7A7,1000000000000000000000
0x50dC37b0ddFc0e64DE76ec250033561f098C9e42,1000000000000000000000
0x085DFcBF10Bd5d297bD127647128761c898804Dc,970962981408229785559
0x4f38F2DA7720F1077A45b80E88c0A78C0144c136,905681593628900895558
0x83272bFFbDbb64E4845bd6BF6F7Ab13De8a87f52,825000279555043813349
0xa374A95B8246CC6d9C5bB660a913571bE8C2D8aA,727561195239456995230
0x07c6680080EC0b319773dB9BaB2722CE2Fb054eB,639000000000000000000
0xc0bCd92A841A4D95Cc1Fac2140145f8e68DFAc4d,587612931630825207223
0xCE914Dd7A9F90353b598953bD45a79000CB78233,526528150000000000000
0xfAb62eBa51599A2d7E85d1631284039471364C77,500000000000000000000
0xCF7BB1eA757Fa5168870bE191ca23BF331F2542d,427500000000000000000
0xDefe313d32ce1f7AaAB6b121424D70E8AC447208,268654000000000000000
0xF51b52ECA537C09D5Ff61dF0Ba2B80d562D3acFC,209770247342749297101
0x128B1866b1965BFF1635De21a4F3B912dBa97e93,134520000000000000000
0x994731dE7Be59e5D82f36f8704173028aA13822b,125000000000000000000
0xEd5ea36B478AC278FCEcAb94c56Ac8C2DAa6a629,90000000000000000000
0x3dc7201e99aeec0e252070f4aa506b43f516fc3C,72362154580593021943
0x492d409c12d4E9212cCAD3f802b32Ba08FDE9DF3,37950000000000000000
0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,35000000000000000000
0xC60C784A4556126720B113E12fe950163427499c,9000000000000000000
0xAD4f8521Be1b0C78040Db8BB63F9D3153a2c445C,564690000000000000
